what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340265950476
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1340265950566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1340266038061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340266044236
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340266046233
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1340266047102
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1340266050990
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1340266051116
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1340266051156
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1340266051177
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1340266051196
stopped,bundle,net.sf.fjep.fatjar,0.0.31,"net.sf.fjep.fatjar",1340266051267
